map_name,number_of_agents,map_dim_rows,map_dim_cols,num_static_obstacles,obstacle_density,fastest_solver,bcp_runtime,cbs_runtime,cbsh_runtime,sat_runtime,solved_by_bcp,solved_by_cbsh,solved_by_cbs,solved_by_sat,y2,y3,y1,map_class,Agent Spars,ROD
empty-48-48-even-10_40_agents,40,48,48,0,0,CBS,0.048979,0.009231,0.720668,0.667552,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-10_45_agents,45,48,48,0,0,CBS,0.047309,0.020482,0.810058,1.00391,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-10_5_agents,5,48,48,0,0,CBS,0.01812,0.003514,0.087778,0.223314,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-10_60_agents,60,48,48,0,0,CBS,0.067492,0.061462,1.06913,1.83958,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.026041667,0
empty-48-48-even-2_10_agents,10,48,48,0,0,CBS,0.018544,0.002881,0.185295,0.240284,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-2_110_agents,110,48,48,0,0,BCP,0.199337,0.531357,2.05436,1.36295,1,1,1,1,"[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-2_15_agents,15,48,48,0,0,CBS,0.024044,0.004193,0.272641,0.270559,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-2_160_agents,160,48,48,0,0,BCP,0.45997,-1,2.74049,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-even-2_20_agents,20,48,48,0,0,CBS,0.043663,0.007409,0.351805,0.198775,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-2_210_agents,210,48,48,0,0,BCP,3.14427,-1,10.1289,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.091145833,0
empty-48-48-even-2_25_agents,25,48,48,0,0,CBS,0.055003,0.005653,0.34883,0.241035,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-2_260_agents,260,48,48,0,0,BCP,10.1613,-1,280.134,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.112847222,0
empty-48-48-even-2_30_agents,30,48,48,0,0,CBS,0.057005,0.010362,0.417516,0.379876,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-2_35_agents,35,48,48,0,0,CBS,0.065251,0.011956,0.627947,0.453134,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-2_40_agents,40,48,48,0,0,CBS,0.074078,0.008828,0.747296,0.481599,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-2_45_agents,45,48,48,0,0,CBS,0.083051,0.009844,0.6202,0.547297,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-2_5_agents,5,48,48,0,0,CBS,0.018302,0.003032,0.0916403,0.228965,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-2_60_agents,60,48,48,0,0,CBS,0.061914,0.013563,0.764382,0.674195,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.026041667,0
empty-48-48-even-3_10_agents,10,48,48,0,0,CBS,0.022503,0.003032,0.176189,0.253672,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-3_110_agents,110,48,48,0,0,BCP,0.172644,-1,2.15391,198.28,1,1,0,1,"[1, 1, 0, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-3_15_agents,15,48,48,0,0,CBS,0.022035,0.003588,0.168689,0.250919,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-3_160_agents,160,48,48,0,0,BCP,0.437122,-1,2.25836,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-even-3_20_agents,20,48,48,0,0,CBS,0.03708,0.007326,0.349087,0.31265,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-3_210_agents,210,48,48,0,0,BCP,3.10721,-1,21.0939,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.091145833,0
empty-48-48-even-3_25_agents,25,48,48,0,0,CBS,0.042697,0.00929,0.323226,0.232365,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-3_30_agents,30,48,48,0,0,CBS,0.06321,0.010799,0.388371,0.411124,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-3_35_agents,35,48,48,0,0,CBS,0.062398,0.009941,0.485715,0.444952,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-3_40_agents,40,48,48,0,0,CBS,0.080337,0.020401,0.729587,0.50266,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-3_45_agents,45,48,48,0,0,CBS,0.081234,0.03448,0.765229,0.795312,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-3_5_agents,5,48,48,0,0,CBS,0.015179,0.0026,0.0884019,0.21225,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-3_60_agents,60,48,48,0,0,CBS,0.074885,0.040892,0.748779,0.778837,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.026041667,0
empty-48-48-even-4_10_agents,10,48,48,0,0,CBS,0.0198,0.003098,0.153923,0.152048,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-4_110_agents,110,48,48,0,0,BCP,1.25719,-1,2.65426,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-4_15_agents,15,48,48,0,0,CBS,0.022724,0.004048,0.265166,0.267225,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-4_160_agents,160,48,48,0,0,BCP,4.13242,-1,6.9451,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-even-4_20_agents,20,48,48,0,0,CBS,0.041572,0.008198,0.360239,0.324326,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-4_25_agents,25,48,48,0,0,CBS,0.053702,0.007258,0.347888,0.366154,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-4_30_agents,30,48,48,0,0,CBS,0.053703,0.013539,0.568429,0.254322,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-4_35_agents,35,48,48,0,0,CBS,0.068183,0.011284,0.437125,0.615275,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-4_40_agents,40,48,48,0,0,CBS,0.072664,0.016579,0.487755,0.460506,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-4_45_agents,45,48,48,0,0,CBS,0.087263,0.021141,0.621928,0.547926,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-4_5_agents,5,48,48,0,0,CBS,0.01496,0.00258,0.0602455,0.213538,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-4_60_agents,60,48,48,0,0,BCP,0.109784,0.243741,0.852835,6.28632,1,1,1,1,"[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",BCP,empty-48-48,0.026041667,0
empty-48-48-even-5_10_agents,10,48,48,0,0,CBS,0.01853,0.002921,0.181462,0.203595,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-5_110_agents,110,48,48,0,0,BCP,0.538504,197.394,2.01358,-1,1,1,1,0,"[1, 1, 1, 0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-5_15_agents,15,48,48,0,0,CBS,0.023771,0.004963,0.269393,0.277332,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-5_160_agents,160,48,48,0,0,CBSH,57.7866,-1,22.3228,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]",CBSH,empty-48-48,0.069444444,0
empty-48-48-even-5_20_agents,20,48,48,0,0,CBS,0.045495,0.007791,0.361617,0.299985,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-5_210_agents,210,48,48,0,0,BCP,28.9664,-1,182.153,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.091145833,0
empty-48-48-even-5_25_agents,25,48,48,0,0,CBS,0.053113,0.008947,0.399184,0.22966,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-5_30_agents,30,48,48,0,0,CBS,0.041008,0.006574,0.526066,0.391137,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-5_35_agents,35,48,48,0,0,CBS,0.074726,0.014674,0.435406,0.361142,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-5_40_agents,40,48,48,0,0,CBS,0.055026,0.012883,0.667628,0.485263,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-5_45_agents,45,48,48,0,0,CBS,0.071075,0.020182,0.851161,0.33853,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-5_5_agents,5,48,48,0,0,CBS,0.016695,0.002527,0.0889029,0.168339,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-5_60_agents,60,48,48,0,0,CBS,0.059695,0.015064,1.13929,0.496551,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.026041667,0
empty-48-48-even-6_10_agents,10,48,48,0,0,CBS,0.021046,0.002972,0.120759,0.209377,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-6_110_agents,110,48,48,0,0,BCP,0.244248,1.37481,1.97439,88.4632,1,1,1,1,"[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-6_15_agents,15,48,48,0,0,CBS,0.022132,0.004236,0.168729,0.292501,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-6_160_agents,160,48,48,0,0,BCP,0.691202,-1,3.48562,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-even-6_20_agents,20,48,48,0,0,CBS,0.039262,0.005099,0.280035,0.339465,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-6_210_agents,210,48,48,0,0,CBSH,-1,-1,28.5136,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,empty-48-48,0.091145833,0
empty-48-48-even-6_25_agents,25,48,48,0,0,CBS,0.036737,0.004958,0.346824,0.373317,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-6_30_agents,30,48,48,0,0,CBS,0.041603,0.008173,0.360932,0.297008,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-6_35_agents,35,48,48,0,0,CBS,0.055364,0.010682,0.501421,0.772142,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-6_40_agents,40,48,48,0,0,CBS,0.050334,0.01234,0.71688,1.06601,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-6_45_agents,45,48,48,0,0,CBS,0.070357,0.017121,0.824309,2.34977,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-6_5_agents,5,48,48,0,0,CBS,0.024899,0.004707,0.0864567,0.214488,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-6_60_agents,60,48,48,0,0,CBS,0.074727,0.027802,0.803361,3.68829,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.026041667,0
empty-48-48-even-7_10_agents,10,48,48,0,0,CBS,0.018659,0.003756,0.175844,0.249609,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-7_110_agents,110,48,48,0,0,BCP,0.144115,289.233,2.11338,-1,1,1,1,0,"[1, 1, 1, 0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-7_15_agents,15,48,48,0,0,CBS,0.024759,0.003653,0.262482,0.269765,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-7_160_agents,160,48,48,0,0,BCP,0.347475,52.8559,3.08015,-1,1,1,1,0,"[1, 1, 1, 0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-even-7_20_agents,20,48,48,0,0,CBS,0.028936,0.004186,0.285708,0.333282,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-7_210_agents,210,48,48,0,0,BCP,7.38573,-1,-1,-1,1,0,0,0,"[1, 0, 0, 0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",BCP,empty-48-48,0.091145833,0
empty-48-48-even-7_25_agents,25,48,48,0,0,CBS,0.052581,0.006723,0.29652,0.36984,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-7_30_agents,30,48,48,0,0,CBS,0.053946,0.006699,0.373039,0.384812,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-7_35_agents,35,48,48,0,0,CBS,0.04273,0.01157,0.415806,0.502722,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-7_40_agents,40,48,48,0,0,CBS,0.062412,0.013029,0.57081,0.509307,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-7_45_agents,45,48,48,0,0,CBS,0.050513,0.026019,0.72037,0.654125,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-7_5_agents,5,48,48,0,0,CBS,0.014631,0.002696,0.0612005,0.137525,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-7_60_agents,60,48,48,0,0,CBS,0.059485,0.039502,0.991365,6.74892,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.026041667,0
empty-48-48-even-8_10_agents,10,48,48,0,0,CBS,0.019466,0.003043,0.145101,0.239265,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-8_110_agents,110,48,48,0,0,BCP,0.136445,-1,1.48567,11.0123,1,1,0,1,"[1, 1, 0, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-8_15_agents,15,48,48,0,0,CBS,0.024062,0.00376,0.270659,0.200711,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-8_160_agents,160,48,48,0,0,BCP,0.296463,-1,3.27952,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-even-8_20_agents,20,48,48,0,0,CBS,0.027764,0.004889,0.324488,0.332181,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-8_210_agents,210,48,48,0,0,BCP,3.43354,-1,3.52777,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.091145833,0
empty-48-48-even-8_25_agents,25,48,48,0,0,CBS,0.039374,0.007763,0.448498,0.23724,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-8_30_agents,30,48,48,0,0,CBS,0.056008,0.008753,0.537081,0.416014,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-8_35_agents,35,48,48,0,0,CBS,0.040447,0.007004,0.486631,0.45669,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-8_40_agents,40,48,48,0,0,CBS,0.070253,0.009657,0.739809,0.506002,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-8_45_agents,45,48,48,0,0,CBS,0.049627,0.008964,0.617617,0.356856,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-8_5_agents,5,48,48,0,0,CBS,0.024945,0.005843,0.0885552,0.205615,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-8_60_agents,60,48,48,0,0,CBS,0.056534,0.011555,1.08438,0.472074,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.026041667,0
empty-48-48-even-9_10_agents,10,48,48,0,0,CBS,0.019035,0.003085,0.180658,0.247244,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-even-9_110_agents,110,48,48,0,0,BCP,0.48301,-1,2.19462,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-even-9_15_agents,15,48,48,0,0,CBS,0.022545,0.003577,0.181556,0.275662,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-even-9_160_agents,160,48,48,0,0,BCP,1.79725,-1,2.33082,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-even-9_20_agents,20,48,48,0,0,CBS,0.036578,0.004654,0.289779,0.327986,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-even-9_210_agents,210,48,48,0,0,CBSH,-1,-1,5.62442,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,empty-48-48,0.091145833,0
empty-48-48-even-9_25_agents,25,48,48,0,0,CBS,0.033195,0.005543,0.451467,0.234149,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.010850694,0
empty-48-48-even-9_30_agents,30,48,48,0,0,CBS,0.037251,0.006088,0.420892,0.415854,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.013020833,0
empty-48-48-even-9_35_agents,35,48,48,0,0,CBS,0.065079,0.01218,0.487761,0.457066,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.015190972,0
empty-48-48-even-9_40_agents,40,48,48,0,0,CBS,0.045623,0.016799,0.729342,0.314246,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.017361111,0
empty-48-48-even-9_45_agents,45,48,48,0,0,CBS,0.077755,0.0357,0.593229,0.702217,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.01953125,0
empty-48-48-even-9_5_agents,5,48,48,0,0,CBS,0.015063,0.002699,0.0887762,0.212676,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.002170139,0
empty-48-48-even-9_60_agents,60,48,48,0,0,BCP,0.0621,3.17608,1.09318,3.23357,1,1,1,1,"[1, 1, 1, 1]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",BCP,empty-48-48,0.026041667,0
empty-48-48-random-1_10_agents,10,48,48,0,0,CBS,0.023346,0.003843,0.148332,0.237495,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,empty-48-48,0.004340278,0
empty-48-48-random-1_110_agents,110,48,48,0,0,BCP,0.571965,-1,1.47194,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.047743056,0
empty-48-48-random-1_15_agents,15,48,48,0,0,CBS,0.024106,0.004614,0.258236,0.188348,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.006510417,0
empty-48-48-random-1_160_agents,160,48,48,0,0,BCP,1.74318,-1,2.73076,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,empty-48-48,0.069444444,0
empty-48-48-random-1_20_agents,20,48,48,0,0,CBS,0.025255,0.006214,0.350738,0.334276,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,empty-48-48,0.008680556,0
empty-48-48-random-1_210_agents,210,48,48,0,0,CBSH,-1,-1,8.41223,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,empty-48-48,0.091145833,0
