map_name,number_of_agents,map_dim_rows,map_dim_cols,num_static_obstacles,obstacle_density,fastest_solver,bcp_runtime,cbs_runtime,cbsh_runtime,sat_runtime,solved_by_bcp,solved_by_cbsh,solved_by_cbs,solved_by_sat,y2,y3,y1,map_class,Agent Spars,ROD
Berlin_1_256-even-1_10_agents,10,256,256,17996,0.274597168,CBS,0.376827,0.128067,4.12937,4.71217,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-even-1_110_agents,110,256,256,17996,0.274597168,CBS,1.92985,0.847942,44.526,165.789,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-even-1_15_agents,15,256,256,17996,0.274597168,CBS,0.497837,0.120567,5.77098,7.49291,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-even-1_160_agents,160,256,256,17996,0.274597168,BCP,3.06407,291.531,45.1213,-1,1,1,1,0,"[1, 1, 1, 0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",BCP,Berlin_1_256,0.003365587,0.274597168
Berlin_1_256-even-1_20_agents,20,256,256,17996,0.274597168,CBS,0.346599,0.083596,7.4759,8.15267,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000420698,0.274597168
Berlin_1_256-even-1_210_agents,210,256,256,17996,0.274597168,BCP,8.82457,-1,88.2258,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.004417333,0.274597168
Berlin_1_256-even-1_25_agents,25,256,256,17996,0.274597168,CBS,0.467709,0.069683,9.75966,11.2159,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000525873,0.274597168
Berlin_1_256-even-1_260_agents,260,256,256,17996,0.274597168,BCP,26.1214,-1,108.035,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.005469079,0.274597168
Berlin_1_256-even-1_30_agents,30,256,256,17996,0.274597168,CBS,0.544304,0.064925,8.02932,14.3034,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000631048,0.274597168
Berlin_1_256-even-1_310_agents,310,256,256,17996,0.274597168,BCP,75.8502,-1,93.0913,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.006520825,0.274597168
Berlin_1_256-even-1_35_agents,35,256,256,17996,0.274597168,CBS,0.581917,0.067135,13.6341,17.2286,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000736222,0.274597168
Berlin_1_256-even-1_360_agents,360,256,256,17996,0.274597168,CBSH,-1,-1,164.305,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.00757257,0.274597168
Berlin_1_256-even-1_40_agents,40,256,256,17996,0.274597168,CBS,0.823976,0.068734,15.194,19.9166,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000841397,0.274597168
Berlin_1_256-even-1_45_agents,45,256,256,17996,0.274597168,CBS,0.738902,0.070559,12.5418,24.5512,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000946571,0.274597168
Berlin_1_256-even-1_5_agents,5,256,256,17996,0.274597168,CBS,0.11479,0.071024,1.42424,4.13142,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000105175,0.274597168
Berlin_1_256-even-1_60_agents,60,256,256,17996,0.274597168,CBS,1.67935,0.209183,16.4491,38.946,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.001262095,0.274597168
Berlin_1_256-even-2_10_agents,10,256,256,17996,0.274597168,CBS,0.265595,0.10788,2.24882,4.48305,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-even-2_110_agents,110,256,256,17996,0.274597168,BCP,3.28093,-1,31.2495,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-even-2_15_agents,15,256,256,17996,0.274597168,CBS,0.273835,0.06881,3.74654,6.0005,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-even-2_160_agents,160,256,256,17996,0.274597168,BCP,5.69247,-1,46.877,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.003365587,0.274597168
Berlin_1_256-even-2_20_agents,20,256,256,17996,0.274597168,CBS,0.365364,0.073479,6.8224,7.04776,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000420698,0.274597168
Berlin_1_256-even-2_210_agents,210,256,256,17996,0.274597168,BCP,11.3618,-1,61.6765,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.004417333,0.274597168
Berlin_1_256-even-2_25_agents,25,256,256,17996,0.274597168,CBS,0.408927,0.080918,8.74673,7.67746,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000525873,0.274597168
Berlin_1_256-even-2_260_agents,260,256,256,17996,0.274597168,BCP,23.9486,-1,109.772,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.005469079,0.274597168
Berlin_1_256-even-2_30_agents,30,256,256,17996,0.274597168,CBS,0.502096,0.076521,12.0513,10.9314,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000631048,0.274597168
Berlin_1_256-even-2_35_agents,35,256,256,17996,0.274597168,CBS,0.554327,0.076662,9.4197,11.4294,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000736222,0.274597168
Berlin_1_256-even-2_40_agents,40,256,256,17996,0.274597168,CBS,0.64193,0.079549,14.6922,13.5343,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000841397,0.274597168
Berlin_1_256-even-2_45_agents,45,256,256,17996,0.274597168,CBS,0.690974,0.091237,17.553,17.288,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000946571,0.274597168
Berlin_1_256-even-2_5_agents,5,256,256,17996,0.274597168,CBS,0.112954,0.074072,1.38309,3.70792,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000105175,0.274597168
Berlin_1_256-even-2_60_agents,60,256,256,17996,0.274597168,CBS,1.59178,0.132011,18.5926,24.9406,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.001262095,0.274597168
Berlin_1_256-even-3_10_agents,10,256,256,17996,0.274597168,CBS,0.209509,0.074099,4.1525,4.56903,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-even-3_110_agents,110,256,256,17996,0.274597168,CBS,2.04962,0.456604,31.2004,157.172,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-even-3_15_agents,15,256,256,17996,0.274597168,CBS,0.423343,0.114955,4.82948,4.91614,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-even-3_160_agents,160,256,256,17996,0.274597168,BCP,3.75007,-1,66.2765,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.003365587,0.274597168
Berlin_1_256-even-3_20_agents,20,256,256,17996,0.274597168,CBS,0.351102,0.091479,5.4298,5.91078,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000420698,0.274597168
Berlin_1_256-even-3_210_agents,210,256,256,17996,0.274597168,BCP,12.4328,-1,60.2134,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.004417333,0.274597168
Berlin_1_256-even-3_25_agents,25,256,256,17996,0.274597168,CBS,0.483191,0.077172,6.95733,8.34541,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000525873,0.274597168
Berlin_1_256-even-3_30_agents,30,256,256,17996,0.274597168,CBS,0.490631,0.077559,11.6625,10.4445,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000631048,0.274597168
Berlin_1_256-even-3_35_agents,35,256,256,17996,0.274597168,CBS,0.585711,0.092391,9.65287,11.7867,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000736222,0.274597168
Berlin_1_256-even-3_40_agents,40,256,256,17996,0.274597168,CBS,0.696552,0.078142,16.1457,15.1274,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000841397,0.274597168
Berlin_1_256-even-3_45_agents,45,256,256,17996,0.274597168,CBS,0.776397,0.092087,17.293,15.876,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000946571,0.274597168
Berlin_1_256-even-3_5_agents,5,256,256,17996,0.274597168,CBS,0.126976,0.072218,1.40745,4.14761,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000105175,0.274597168
Berlin_1_256-even-3_60_agents,60,256,256,17996,0.274597168,CBS,1.1176,0.100281,23.1887,24.5012,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.001262095,0.274597168
Berlin_1_256-even-4_10_agents,10,256,256,17996,0.274597168,CBS,0.214802,0.07902,4.05636,5.39945,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-even-4_110_agents,110,256,256,17996,0.274597168,CBS,2.84858,1.4122,30.9687,194.368,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-even-4_15_agents,15,256,256,17996,0.274597168,CBS,0.390412,0.077166,4.12972,5.84927,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-even-4_160_agents,160,256,256,17996,0.274597168,CBSH,-1,-1,144.302,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.003365587,0.274597168
Berlin_1_256-even-4_20_agents,20,256,256,17996,0.274597168,CBS,0.354362,0.074925,8.5094,7.52965,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000420698,0.274597168
Berlin_1_256-even-4_210_agents,210,256,256,17996,0.274597168,CBSH,-1,-1,137.126,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.004417333,0.274597168
Berlin_1_256-even-4_25_agents,25,256,256,17996,0.274597168,CBS,0.44856,0.071084,9.87873,12.8205,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000525873,0.274597168
Berlin_1_256-even-4_30_agents,30,256,256,17996,0.274597168,CBS,0.561581,0.076595,11.1957,13.7049,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000631048,0.274597168
Berlin_1_256-even-4_35_agents,35,256,256,17996,0.274597168,CBS,0.578257,0.094849,14.3668,17.7048,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000736222,0.274597168
Berlin_1_256-even-4_40_agents,40,256,256,17996,0.274597168,CBS,0.753748,0.081052,15.8939,20.1871,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000841397,0.274597168
Berlin_1_256-even-4_45_agents,45,256,256,17996,0.274597168,CBS,0.755684,0.09273,18.5795,25.3099,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000946571,0.274597168
Berlin_1_256-even-4_5_agents,5,256,256,17996,0.274597168,CBS,0.192227,0.077438,1.75887,3.8162,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000105175,0.274597168
Berlin_1_256-even-4_60_agents,60,256,256,17996,0.274597168,CBS,1.09196,0.09235,22.8452,45.8841,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.001262095,0.274597168
Berlin_1_256-even-5_10_agents,10,256,256,17996,0.274597168,CBS,0.27748,0.075825,3.99958,5.43866,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-even-5_110_agents,110,256,256,17996,0.274597168,BCP,3.12168,13.3088,42.9144,78.649,1,1,1,1,"[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",BCP,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-even-5_15_agents,15,256,256,17996,0.274597168,CBS,0.308985,0.078294,4.23939,6.52712,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-even-5_160_agents,160,256,256,17996,0.274597168,BCP,5.50328,-1,66.5444,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.003365587,0.274597168
Berlin_1_256-even-5_20_agents,20,256,256,17996,0.274597168,CBS,0.352707,0.071455,7.76543,6.48404,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000420698,0.274597168
Berlin_1_256-even-5_210_agents,210,256,256,17996,0.274597168,BCP,10.271,-1,88.6428,-1,1,1,0,0,"[1, 1, 0, 0]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",BCP,Berlin_1_256,0.004417333,0.274597168
Berlin_1_256-even-5_25_agents,25,256,256,17996,0.274597168,CBS,0.426412,0.074741,7.58286,9.48281,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000525873,0.274597168
Berlin_1_256-even-5_260_agents,260,256,256,17996,0.274597168,CBSH,-1,-1,150.475,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.005469079,0.274597168
Berlin_1_256-even-5_30_agents,30,256,256,17996,0.274597168,CBS,0.618955,0.089919,11.2031,9.81871,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000631048,0.274597168
Berlin_1_256-even-5_310_agents,310,256,256,17996,0.274597168,CBSH,-1,-1,181.364,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.006520825,0.274597168
Berlin_1_256-even-5_35_agents,35,256,256,17996,0.274597168,CBS,0.674192,0.074837,14.5671,12.5605,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000736222,0.274597168
Berlin_1_256-even-5_40_agents,40,256,256,17996,0.274597168,CBS,0.667618,0.105403,12.3574,11.9076,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000841397,0.274597168
Berlin_1_256-even-5_45_agents,45,256,256,17996,0.274597168,CBS,0.854878,0.085122,17.6294,16.3573,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBS,Berlin_1_256,0.000946571,0.274597168
Berlin_1_256-even-5_5_agents,5,256,256,17996,0.274597168,CBS,0.116156,0.070359,2.10527,4.20757,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000105175,0.274597168
Berlin_1_256-even-5_60_agents,60,256,256,17996,0.274597168,CBS,1.45602,0.101616,16.9044,23.9338,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.001262095,0.274597168
Berlin_1_256-random-1_10_agents,10,256,256,17996,0.274597168,CBS,0.206109,0.069757,2.82171,4.41905,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-random-1_110_agents,110,256,256,17996,0.274597168,CBS,2.35264,1.55533,44.715,124.404,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-random-1_15_agents,15,256,256,17996,0.274597168,CBS,0.270729,0.076767,5.54186,7.9811,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-random-1_160_agents,160,256,256,17996,0.274597168,BCP,2.834,22.2743,45.7689,258.124,1,1,1,1,"[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",BCP,Berlin_1_256,0.003365587,0.274597168
Berlin_1_256-random-1_20_agents,20,256,256,17996,0.274597168,CBS,0.403019,0.085649,8.42112,11.3208,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000420698,0.274597168
Berlin_1_256-random-1_210_agents,210,256,256,17996,0.274597168,CBSH,-1,-1,298.365,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.004417333,0.274597168
Berlin_1_256-random-1_25_agents,25,256,256,17996,0.274597168,CBS,0.594609,0.107293,9.59093,13.1804,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000525873,0.274597168
Berlin_1_256-random-1_260_agents,260,256,256,17996,0.274597168,CBSH,-1,-1,267.065,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.005469079,0.274597168
Berlin_1_256-random-1_30_agents,30,256,256,17996,0.274597168,CBS,0.902829,0.112854,9.79076,11.8993,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000631048,0.274597168
Berlin_1_256-random-1_35_agents,35,256,256,17996,0.274597168,CBS,0.675093,0.084009,9.85276,21.083,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000736222,0.274597168
Berlin_1_256-random-1_40_agents,40,256,256,17996,0.274597168,CBS,1.11957,0.175319,15.4918,26.2632,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000841397,0.274597168
Berlin_1_256-random-1_45_agents,45,256,256,17996,0.274597168,CBS,0.856043,0.127447,18.4708,32.5455,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000946571,0.274597168
Berlin_1_256-random-1_5_agents,5,256,256,17996,0.274597168,CBS,0.113039,0.071143,1.44371,3.91382,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000105175,0.274597168
Berlin_1_256-random-1_60_agents,60,256,256,17996,0.274597168,CBS,1.03197,0.174309,17.2447,50.1594,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.001262095,0.274597168
Berlin_1_256-random-2_10_agents,10,256,256,17996,0.274597168,CBS,0.245267,0.075107,2.78303,5.54887,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-random-2_110_agents,110,256,256,17996,0.274597168,CBS,2.14762,1.49472,31.3703,-1,1,1,1,0,"[1, 1, 1, 0]","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",CBS,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-random-2_15_agents,15,256,256,17996,0.274597168,CBS,0.333957,0.068035,6.23593,7.87764,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-random-2_160_agents,160,256,256,17996,0.274597168,BCP,3.45718,71.6673,66.1261,-1,1,1,1,0,"[1, 1, 1, 0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",BCP,Berlin_1_256,0.003365587,0.274597168
Berlin_1_256-random-2_20_agents,20,256,256,17996,0.274597168,CBS,0.676821,0.122129,5.67436,12.5793,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000420698,0.274597168
Berlin_1_256-random-2_210_agents,210,256,256,17996,0.274597168,CBSH,-1,-1,90.7038,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.004417333,0.274597168
Berlin_1_256-random-2_25_agents,25,256,256,17996,0.274597168,CBS,0.843904,0.15666,7.19277,14.4389,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000525873,0.274597168
Berlin_1_256-random-2_260_agents,260,256,256,17996,0.274597168,CBSH,-1,-1,108.917,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.005469079,0.274597168
Berlin_1_256-random-2_30_agents,30,256,256,17996,0.274597168,CBS,0.946429,0.155782,10.0126,18.6518,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000631048,0.274597168
Berlin_1_256-random-2_35_agents,35,256,256,17996,0.274597168,CBS,0.932234,0.164082,13.9238,21.3703,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000736222,0.274597168
Berlin_1_256-random-2_40_agents,40,256,256,17996,0.274597168,CBS,1.20253,0.193588,16.3583,24.298,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000841397,0.274597168
Berlin_1_256-random-2_45_agents,45,256,256,17996,0.274597168,CBS,1.27784,0.152456,18.5141,30.8747,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000946571,0.274597168
Berlin_1_256-random-2_5_agents,5,256,256,17996,0.274597168,CBS,0.112329,0.07288,2.02918,3.78907,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000105175,0.274597168
Berlin_1_256-random-2_60_agents,60,256,256,17996,0.274597168,CBS,1.26011,0.197423,24.9525,51.0985,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.001262095,0.274597168
Berlin_1_256-random-3_10_agents,10,256,256,17996,0.274597168,CBS,0.191661,0.065338,4.26914,6.53111,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000210349,0.274597168
Berlin_1_256-random-3_110_agents,110,256,256,17996,0.274597168,CBSH,-1,-1,31.5611,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.002313841,0.274597168
Berlin_1_256-random-3_15_agents,15,256,256,17996,0.274597168,CBS,0.374715,0.071338,6.22186,8.6838,1,1,1,1,"[1, 1, 1, 1]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",CBS,Berlin_1_256,0.000315524,0.274597168
Berlin_1_256-random-3_160_agents,160,256,256,17996,0.274597168,CBSH,-1,-1,70.3003,-1,0,1,0,0,"[0, 1, 0, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",CBSH,Berlin_1_256,0.003365587,0.274597168
